num_vert,max_degree,max_indegree,max_values,nodes,method,kind,query_type,filename,target,observed,barren,interval_result
2,6,4,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-2.uai,6,,0,0.014763075273438248 0.7403932120109694 0.043684185218890996 0.23673790801760175 0.01936839872255088 0.4262377010896878 0.14187955288501494 0.8742637399655069
2,6,4,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-2.uai,0,6,0,0.054080833217666116 0.6105132952964885 0.1727476777538524 0.9252362700147024 0.01797571300074261 0.4502193625158288
2,6,4,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-2.uai,7,,0,0.05088415699114509 0.44871481573657707 0.01633059178568952 0.42164958134695996 0.19768138527418896 0.40962181651488405 0.1796007588087518 0.5366225617254233
2,6,4,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-2.uai,0,7,0,
2,6,4,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV2-2.uai,8,,0,
2,6,4,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV2-2.uai,0,8,0,
2,6,4,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV2-2.uai,9,,0,
2,6,4,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV2-2.uai,0,9,0,
2,6,6,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV2-2.uai,3,,0,0.07624322041199999 0.889750078994 0.07793235269200001 0.6568505929599999 0.006587505625000002 0.5605135201 0.010134361690000001 0.140717796488
2,6,6,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV2-2.uai,0,3,0,0.01184802478239863 0.8187358342762517 0.002154292592210288 0.4399636610898889 0.0912895734003786 0.9859905645020939
2,6,6,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV2-2.uai,4,,0,0.05783115912877 0.47192498567338514 0.026642432631026003 0.2706166571155901 0.015214144210342001 0.289202723266975 0.16657873427876005 0.877799424342258
2,6,6,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV2-2.uai,0,4,0,0.091246179256697 0.2644751114970207 0.27228061583544955 0.5952344159158429 0.06133181313700347 0.4575260548645525 0.04054469478017609 0.44903906825374984
2,6,6,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV2-2.uai,5,,0,0.10018974998112924 0.3005169108594032 0.0712317794685661 0.12116157613405161 0.1398807106897078 0.6173836212051617 0.0870095240034092 0.6874900338783113
2,6,6,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV2-2.uai,0,5,0,0.047436879915774235 0.21984788970938196 0.16105675928937097 0.605124248354237 0.08870703923951204 0.21563404702617306 0.1445807632168899 0.6167999598770642
2,6,6,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV2-2.uai,6,,0,0.12270861172663076 0.8071804834907079 0.19281951650929213 0.8772913882733693
2,6,6,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV2-2.uai,0,6,0,0.1984095934816426 0.5698970504989739 0.17937644275488077 0.4082299751649667 0.22904981077428857 0.47133244171915584
2,6,6,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV2-2.uai,7,,0,0.1784319733786348 0.7069824304090655 0.046588867500156964 0.5664606975689995 0.1605484449160025 0.5274795985624765
2,6,6,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV2-2.uai,0,7,0,0.09589067229229978 0.5873096268508985 0.027781224357635914 0.3296328454597277 0.020400695435402714 0.4783064582559771 0.11472429523700245 0.3970162616137926
2,6,6,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV2-2.uai,8,,0,0.18455307937302262 0.5586972964453242 0.17142555619873043 0.5020710973952259 0.17361913566927833 0.5180745411219677
2,6,6,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV2-2.uai,0,8,0,0.01592177923122349 0.9684337203260076 0.02660770969476939 0.4296964717123275 0.004955201994120916 0.5633293295898181
2,6,6,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV2-2.uai,9,,0,
2,6,6,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV2-2.uai,0,9,0,
4,6,2,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV4-2.uai,3,,0,0.00044865945000000006 0.86418077784 0.0012869202999999999 0.785604682768 0.00075681526 0.776484854832 0.03370887626 0.98853253126
4,6,2,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV4-2.uai,0,3,0,0.013296765888327379 0.6583141950600464 0.34168580493995354 0.9867032341116725
4,6,2,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV4-2.uai,4,,0,0.0033982778662940004 0.746919480848072 0.065682444331407 0.920166634290753 0.020449382001531003 0.911656799711914
4,6,2,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV4-2.uai,0,4,0,0.028174656723125163 0.682407038717221 0.317592961282779 0.9718253432768748
4,6,2,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV4-2.uai,5,,0,
4,6,2,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV4-2.uai,0,5,0,
4,6,2,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV4-2.uai,6,,0,
4,6,2,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV4-2.uai,0,6,0,
4,6,2,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV4-2.uai,7,,0,0.028888616906462192 0.7248312934098888 0.01561107979978604 0.7904536629461192 0.06553255149804149 0.8703977838386711
4,6,2,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV4-2.uai,0,7,0,
4,6,2,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV4-2.uai,8,,0,
4,6,2,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV4-2.uai,0,8,0,
4,6,2,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV4-2.uai,9,,0,
4,6,2,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV4-2.uai,0,9,0,
4,6,4,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV4-2.uai,3,,0,0.006810920880999999 0.96259155889 0.017250068244000005 0.72430968474 0.006228506653999999 0.665510108005 0.004266692894000001 0.606041440706
4,6,4,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV4-2.uai,0,3,0,0.01078902132900269 0.9974902277891768 0.000835373313013852 0.7055075964048797 0.0011500088841168957 0.8925192588684251
4,6,4,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV4-2.uai,4,,0,0.020079560929024992 0.9467833769785 0.0009999999999999996 0.8295910406575 0.0014053040619350001 0.49111733036391503 0.0 0.6207567504520002
4,6,4,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV4-2.uai,0,4,0,0.14696387668163988 0.6523012196582939 0.34769878034170615 0.85303612331836
4,6,4,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV4-2.uai,5,,0,0.07988152603115788 0.6033602440071623 0.029720929859113884 0.5650388903217735 0.033446406792437336 0.7287328127091242
4,6,4,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV4-2.uai,0,5,0,0.2089024577132006 0.7388405694599218 0.26115943054007823 0.7910975422867994
4,6,4,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV4-2.uai,6,,0,
4,6,4,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV4-2.uai,0,6,0,
4,6,4,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV4-2.uai,7,,0,
4,6,4,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV4-2.uai,0,7,0,
4,6,4,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV4-2.uai,8,,0,
4,6,4,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV4-2.uai,0,8,0,
4,6,4,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV4-2.uai,9,,0,
4,6,4,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV4-2.uai,0,9,0,
4,6,6,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV4-2.uai,3,,0,0.012502076992000002 0.713727220917 0.06494544202000001 0.495652538203 0.03590282482600001 0.6392055185759999 0.040286289223999995 0.7088545581
4,6,6,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV4-2.uai,0,3,0,0.002748646795784023 0.8405282824232373 0.0017070671052680896 0.9601174222973473 0.004791802001412195 0.994679516119922
4,6,6,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV4-2.uai,4,,0,0.009457903393216 0.5618395799068522 0.021932592970136004 0.543079847105764 0.0077756654690640005 0.531459713506308 0.052741264138399996 0.730243918294672
4,6,6,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV4-2.uai,0,4,0,0.0452262998238222 0.8065260404405766 0.07851278128227492 0.4560408383359561 0.006664654249679022 0.5670927814980679 0.07776674846244584 0.782151298267582
4,6,6,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV4-2.uai,5,,0,
4,6,6,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV4-2.uai,0,5,0,
4,6,6,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV4-2.uai,6,,0,
4,6,6,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV4-2.uai,0,6,0,
4,6,6,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV4-2.uai,7,,0,
4,6,6,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV4-2.uai,0,7,0,
4,6,6,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV4-2.uai,8,,0,
4,6,6,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV4-2.uai,0,8,0,
4,6,6,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV4-2.uai,9,,0,
4,6,6,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV4-2.uai,0,9,0,
6,6,2,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV6-2.uai,3,,0,0.00433480023 0.8914106898499999 0.013322384619999999 0.8556046849300001 0.01436221152 0.7920909672820001 0.00236612552 0.8391695888989998
6,6,2,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV6-2.uai,0,3,0,0.023914644942433443 0.9364742195618396 0.06352578043816048 0.9760853550575666
6,6,2,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV6-2.uai,4,,0,0.011040671474928002 0.937872907052744 0.013302575490160003 0.9334389233740881 0.003768245680976 0.8812709288377281
6,6,2,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV6-2.uai,0,4,0,0.008792984542527952 0.9429330086873567 0.05706699131264321 0.991207015457472
6,6,2,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV6-2.uai,5,,0,
6,6,2,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV6-2.uai,0,5,0,
6,6,2,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV6-2.uai,6,,0,
6,6,2,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV6-2.uai,0,6,0,
6,6,2,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV6-2.uai,7,,0,
6,6,2,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV6-2.uai,0,7,0,
6,6,2,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV6-2.uai,8,,0,
6,6,2,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV6-2.uai,0,8,0,
6,6,2,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV6-2.uai,9,,0,
6,6,2,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV6-2.uai,0,9,0,
6,6,4,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV6-2.uai,3,,0,0.0077801993650000005 0.824114487529 0.0071918122719999995 0.9276761332260001 0.0022841127269999997 0.8898475110899999 0.00423916929 0.9183181883270002
6,6,4,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV6-2.uai,0,3,0,0.0018040694953690224 0.9659667513096196 0.0031124608761930023 0.9803018288865079 0.0016896420036167886 0.9950244889558463
6,6,4,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV6-2.uai,4,,0,0.007489872341534 0.746295999557167 0.007204425536903 0.8696462977742411 0.003918978732272 0.7016242224077149 0.037799319198263 0.90042590539788
6,6,4,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV6-2.uai,0,4,0,0.06410706003531652 0.9923222056497522 0.007677794350247841 0.9358929399646837
6,6,4,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV6-2.uai,5,,0,
6,6,4,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV6-2.uai,0,5,0,
6,6,4,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV6-2.uai,6,,0,
6,6,4,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV6-2.uai,0,6,0,
6,6,4,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV6-2.uai,7,,0,
6,6,4,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV6-2.uai,0,7,0,
6,6,4,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV6-2.uai,8,,0,
6,6,4,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV6-2.uai,0,8,0,
6,6,4,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV6-2.uai,9,,0,
6,6,4,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV6-2.uai,0,9,0,
6,6,6,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV6-2.uai,3,,0,
6,6,6,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV6-2.uai,0,3,0,
6,6,6,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV6-2.uai,4,,0,0.002616034349272001 0.91777486024338 0.0027720815521200004 0.9369501233147101 0.0029935917461350004 0.523386735448875 0.0008860407760600001 0.8285544952682238
6,6,6,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV6-2.uai,0,4,0,0.011353495837831651 0.8905855652875309 0.005026115830781585 0.9721162897454123 0.007781684902322602 0.5799137112093596 0.00224708628610902 0.7365646000188502
6,6,6,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV6-2.uai,5,,0,
6,6,6,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV6-2.uai,0,5,0,
6,6,6,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV6-2.uai,6,,0,
6,6,6,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV6-2.uai,0,6,0,
6,6,6,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV6-2.uai,7,,0,
6,6,6,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV6-2.uai,0,7,0,
6,6,6,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV6-2.uai,8,,0,
6,6,6,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV6-2.uai,0,8,0,
6,6,6,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV6-2.uai,9,,0,
6,6,6,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV6-2.uai,0,9,0,
2,6,2,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV2-3.uai,3,,0,0.065934681383 0.8758113634300002 0.019356132350000003 0.5768369188810002 0.008145953214000003 0.47180270342600006 0.008283271602999999 0.6237395151640001
2,6,2,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV2-3.uai,0,3,0,0.004156169806893929 0.12508204414204416 0.028800824599417907 0.8642229505463072 0.11968166668095939 0.9241630042033909 0.00526120916756114 0.0887526519777254
2,6,2,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV2-3.uai,4,,0,0.37001768526332196 0.6902378750180519 0.309762124981948 0.629982314736678
2,6,2,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV2-3.uai,0,4,0,0.23639253787322137 0.3954728109104254 0.003245087935024021 0.38997488637752914 0.2426640471705169 0.7602147054517958
2,6,2,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV2-3.uai,5,,0,0.5720554753102043 0.825775913964106 0.17422408603589404 0.427944524689796
2,6,2,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV2-3.uai,0,5,0,0.2573033561195955 0.3751127148237242 0.22491605095424266 0.4138810883392314 0.22644696418660507 0.5115568103568163
2,6,2,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV2-3.uai,6,,0,0.19725131784706762 0.8623476211341566 0.1376523788658433 0.8027486821529324
2,6,2,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV2-3.uai,0,6,0,0.041473407920652794 0.4400785970797621 0.3384077606085597 0.7715630051781384 0.1570839835514366 0.20911430843103967 0.022863572281522183 0.038020511702150886
2,6,2,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV2-3.uai,7,,0,0.2915314879481401 0.7705027916733934 0.22949720832660683 0.7084685120518599
2,6,2,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV2-3.uai,0,7,0,0.8145748474546212 0.9103530735147684 0.0896469264852316 0.18542515254537878
2,6,2,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV2-3.uai,8,,0,0.14805202527836445 0.4904702979074537 0.15118419259752566 0.6890202006554328 0.09096712082263055 0.6407147457830008
2,6,2,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV2-3.uai,0,8,0,0.23212366508831955 0.8457784680972406 0.15422153190275956 0.7678763349116805
2,6,2,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV2-3.uai,9,,0,
2,6,2,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV2-3.uai,0,9,0,
2,6,4,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-3.uai,3,,0,0.458065469068 0.8150450992480002 0.18495490075200005 0.541934530932
2,6,4,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-3.uai,0,3,0,0.10783395297772737 0.1822856325898665 0.06631274297256737 0.6495190549804113 0.21911562562120537 0.8154207205013437
2,6,4,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-3.uai,4,,0,0.44887835687099004 0.784899885644152 0.21510011435584797 0.55112164312901
2,6,4,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-3.uai,0,4,0,0.6696270537863317 0.9839687840707212 0.009549961593475216 0.27592333176179373 0.005751080785819002 0.06017402283679283
2,6,4,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-3.uai,5,,0,0.002651717367003536 0.1411162234934812 0.4494399157038693 0.8923061666116475 0.05048917217958557 0.5196165334538428 0.0033851685698139 0.12620808863763008
2,6,4,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-3.uai,0,5,0,0.0013326626968251278 0.665927740990028 0.3340722590099719 0.9986673373031749
2,6,4,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-3.uai,6,,0,0.4943775758143687 0.7091790205033071 0.29082097949669294 0.5056224241856313
2,6,4,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-3.uai,0,6,0,0.47435217614270814 0.604222165037077 0.05872637651419368 0.12980222137628364 0.26972988978917506 0.4643705919781113
2,6,4,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-3.uai,7,,0,0.28619525896911213 0.7725575214694661 0.22744247853053415 0.7138047410308879
2,6,4,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-3.uai,0,7,0,0.5448821959329837 0.761100641174859 0.03742423516830241 0.2786856309535925 0.029034914167078207 0.16458400820202643 0.020834197185428643 0.18979844924840264
2,6,4,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV2-3.uai,8,,0,0.31555661547093633 0.6457806499187465 0.35421935008125355 0.6844433845290637
2,6,4,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV2-3.uai,0,8,0,0.007582484741783494 0.8165171194184072 0.18348288058159273 0.9924175152582165
2,6,4,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV2-3.uai,9,,0,0.6983785618731468 0.8057426484121577 0.1942573515878424 0.30162143812685316
2,6,4,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV2-3.uai,0,9,0,0.3198635669079274 0.9010493207544582 0.09895067924554178 0.6801364330920726
2,6,6,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV2-3.uai,3,,0,0.11606525386399998 0.61944073432 0.07639374928 0.686411912128 0.026766738560000003 0.208327036433 0.08534526496 0.3770032465600001
2,6,6,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV2-3.uai,0,3,0,0.05404227530492142 0.2740881885056136 0.26742964023513116 0.6896420256960233 0.22732961028064452 0.5902095663441081
2,6,6,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV2-3.uai,4,,0,0.31779208539475806 0.762018654096676 0.23798134590332395 0.682207914605242
2,6,6,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV2-3.uai,0,4,0,0.13492920497697355 0.6133127789198176 0.03491022900708816 0.12208267089861287 0.34960099625235186 0.7607178148179281
2,6,6,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV2-3.uai,5,,0,0.25412419405452547 0.735103139441837 0.26489686055816297 0.7458758059454745
2,6,6,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV2-3.uai,0,5,0,0.18819019671787784 0.24277957349737428 0.7572204265026257 0.8118098032821222
2,6,6,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV2-3.uai,6,,0,0.25290171995907285 0.32867558207775516 0.2684961194816324 0.6302454974389939 0.11685278260193342 0.4028282984406125
2,6,6,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV2-3.uai,0,6,0,0.018714610844623895 0.2139789947221758 0.7860210052778243 0.9812853891553761
2,6,6,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV2-3.uai,7,,0,0.0703812529374487 0.47491775643780665 0.10277924468654988 0.6009442826976116 0.049324783454243494 0.46021467571993546 0.042326498316140056 0.4939847621383629
2,6,6,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV2-3.uai,0,7,0,0.029187614344994662 0.1162125895030259 0.22214420015802594 0.5676890031679047 0.004259880625859496 0.05364396503910613 0.2865893561915918 0.7413284697277918
2,6,6,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV2-3.uai,8,,0,0.2089957656475666 0.8649307531714956 0.13506924682850435 0.7910042343524336
2,6,6,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV2-3.uai,0,8,0,0.305645540641226 0.5750613896842195 0.023524170754091744 0.1533420951709103 0.13139777899061472 0.15456269320656207 0.2643683026263691 0.4002825395933632
2,6,6,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV2-3.uai,9,,0,
2,6,6,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV2-3.uai,0,9,0,
